matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_105,p_49,open play,head,9.48,0.25,2,0,low,91,50,missed chance
m_169,p_100,open play,head,6.98,-1.5,2,0,high,48,8,missed chance
m_29,p_39,open play,head,11.97,2.99,1,0,low,71,5,missed chance
m_53,p_46,open play,right foot,6.24,-13.97,1,0,low,84,48,saved by keeper
m_232,p_58,open play,left foot,8.73,-17.71,3,0,medium,12,15,missed chance
m_172,p_160,open play,head,5.49,-1.75,2,0,medium,84,55,saved by keeper
m_240,p_158,free kick,right foot,22.44,19.45,4,1,low,61,10,missed chance
m_46,p_97,open play,head,7.23,-13.22,4,1,high,64,8,blocked shot
m_160,p_100,open play,head,9.98,-4.49,2,0,high,46,28,saved by keeper
m_226,p_40,open play,head,4.49,2.24,1,0,low,17,17,missed chance
m_60,p_17,open play,right foot,8.23,-4.49,2,0,high,14,16,blocked shot
m_236,p_104,open play,right foot,42.4,-4.24,2,0,medium,74,47,missed chance
m_73,p_84,open play,right foot,10.72,-12.97,2,0,medium,9,14,missed chance
m_171,p_25,open play,left foot,14.46,-14.46,2,1,medium,89,57,blocked shot
m_63,p_85,free kick,right foot,23.69,8.98,7,3,low,3,55,blocked shot
m_118,p_20,open play,head,8.73,4.24,2,1,medium,88,54,saved by keeper
m_179,p_125,open play,head,6.98,-4.49,2,1,medium,23,12,blocked shot
m_197,p_133,open play,head,7.98,-7.23,3,0,high,89,29,missed chance
m_136,p_137,free kick,right foot,27.93,2,6,2,low,45,7,missed chance
m_88,p_5,open play,head,7.73,1.25,2,0,high,51,0,goal
m_237,p_41,open play,left foot,3.99,13.47,2,0,high,91,35,saved by keeper
m_40,p_6,open play,left foot,12.22,-4.74,1,0,low,50,23,missed chance
m_136,p_93,open play,right foot,13.72,5.49,3,0,medium,2,35,blocked shot
m_93,p_16,open play,right foot,3.49,-1.75,2,0,low,7,47,goal
m_29,p_114,open play,right foot,3.74,-1.25,1,0,medium,75,1,goal
m_230,p_18,open play,left foot,24.69,-0.5,2,0,medium,89,40,saved by keeper
m_38,p_13,open play,left foot,21.95,11.72,3,0,low,51,24,missed chance
m_236,p_14,open play,head,13.97,11.22,3,0,low,40,58,missed chance
m_46,p_158,open play,right foot,10.23,-7.73,2,0,low,82,0,goal
m_145,p_105,open play,right foot,14.46,-3.49,1,0,medium,55,53,saved by keeper
m_237,p_126,open play,left foot,13.97,-14.22,3,1,medium,35,19,blocked shot
m_59,p_157,open play,head,6.73,12.97,4,1,low,20,27,saved by keeper
m_139,p_138,open play,right foot,28.43,-5.49,3,0,low,63,58,blocked shot
m_217,p_44,open play,left foot,23.44,16.96,2,0,medium,27,31,saved by keeper
m_147,p_105,open play,right foot,26.68,4.24,6,2,low,31,31,missed chance
m_201,p_27,open play,left foot,17.96,12.72,6,2,low,85,55,blocked shot
m_136,p_136,open play,head,2.74,7.48,4,1,high,9,36,missed chance
m_213,p_149,open play,head,9.73,-3.74,3,1,medium,33,5,missed chance
m_199,p_144,open play,right foot,20.95,-15.71,2,0,low,55,32,blocked shot
m_83,p_122,open play,right foot,22.94,1,3,0,medium,62,45,blocked shot
m_164,p_155,open play,left foot,7.48,1,1,0,medium,57,58,saved by keeper
m_203,p_47,free kick,right foot,21.7,-11.22,7,2,low,64,25,missed chance
m_164,p_122,open play,head,2.99,0.75,2,1,high,27,21,goal
m_139,p_26,open play,left foot,23.44,3.24,6,0,low,86,21,missed chance
m_53,p_90,open play,right foot,13.72,4.99,3,0,low,56,2,missed chance
m_203,p_100,open play,right foot,9.98,-8.23,1,0,low,57,38,missed chance
m_164,p_79,open play,left foot,4.99,2.24,1,0,medium,69,43,goal
m_64,p_3,open play,left foot,9.73,0.5,3,0,low,9,28,saved by keeper
m_11,p_80,open play,left foot,4.74,4.74,0,0,low,78,23,goal
m_94,p_78,open play,right foot,12.47,-4.99,2,0,low,3,24,blocked shot
m_98,p_66,penalty,left foot,10.97,0,1,0,low,52,11,goal
m_230,p_37,open play,head,4.99,4.49,2,0,medium,52,52,blocked shot
m_194,p_155,open play,right foot,28.93,-0.75,4,1,low,26,15,missed chance
m_45,p_140,open play,right foot,25.19,9.23,3,1,low,52,38,missed chance
m_126,p_18,open play,left foot,7.73,2.99,3,1,medium,65,58,missed chance
m_156,p_114,open play,right foot,19.2,-11.22,2,4,high,82,37,blocked shot
m_239,p_152,open play,right foot,14.71,-6.73,2,0,low,12,49,blocked shot
m_188,p_106,open play,left foot,14.71,10.97,3,0,medium,29,9,blocked shot
m_231,p_85,open play,right foot,20.95,2.99,1,0,medium,82,8,saved by keeper
m_186,p_157,open play,left foot,18.21,-16.21,2,0,medium,63,52,blocked shot
m_44,p_138,open play,right foot,17.96,-1.75,1,0,medium,32,5,saved by keeper
m_237,p_17,open play,head,11.22,14.46,4,2,medium,7,59,missed chance
m_224,p_80,open play,right foot,20.95,-8.48,5,1,medium,45,52,goal
m_50,p_55,open play,right foot,15.96,0.25,5,0,high,58,58,blocked shot
m_104,p_68,open play,right foot,18.21,6.98,4,0,high,87,4,missed chance
m_206,p_129,open play,right foot,10.23,-4.24,5,0,medium,26,46,saved by keeper
m_187,p_2,open play,head,7.48,-4.49,1,1,medium,27,14,missed chance
m_172,p_66,open play,head,5.49,5.99,2,0,medium,63,44,hit the post
m_14,p_121,open play,left foot,19.7,13.47,2,0,medium,32,8,missed chance
m_121,p_33,open play,right foot,17.96,13.97,2,0,medium,29,6,blocked shot
m_84,p_154,open play,left foot,8.73,1.25,3,0,low,69,21,goal
m_141,p_114,open play,left foot,12.97,23.69,2,0,medium,64,59,blocked shot
m_234,p_46,open play,other,4.74,-2,1,0,medium,8,19,goal
m_139,p_25,open play,head,7.23,-4.24,2,0,high,87,13,missed chance
m_20,p_70,open play,right foot,14.22,6.48,2,0,high,1,42,saved by keeper
m_67,p_122,open play,left foot,31.42,-5.49,3,1,low,44,48,missed chance
m_25,p_10,open play,head,7.48,-4.24,1,0,low,5,19,missed chance
m_36,p_27,open play,left foot,22.69,-1.5,4,1,high,53,40,blocked shot
m_218,p_9,open play,right foot,1.75,-13.97,3,0,high,89,1,saved by keeper
m_172,p_90,open play,left foot,7.48,-10.72,2,0,medium,49,15,missed chance
m_211,p_26,open play,right foot,20.95,16.46,3,0,low,91,50,missed chance
m_132,p_55,open play,left foot,8.23,14.71,2,0,low,36,1,missed chance
m_192,p_41,open play,right foot,6.98,-4.49,2,0,high,59,48,missed chance
m_149,p_51,open play,head,11.47,2,3,1,low,49,26,saved by keeper
m_172,p_97,open play,left foot,8.23,-3.24,2,0,medium,84,4,saved by keeper
m_54,p_138,open play,right foot,11.22,13.72,2,0,medium,25,20,saved by keeper
m_71,p_50,open play,right foot,18.95,2.49,3,1,medium,51,46,missed chance
m_153,p_56,open play,head,9.23,-8.23,4,0,high,7,20,hit the post
m_100,p_39,open play,head,12.22,2.24,2,0,medium,41,8,missed chance
m_223,p_42,open play,left foot,8.98,-5.99,2,0,low,43,13,goal
m_29,p_11,open play,right foot,3.74,-0.75,1,0,,74,36,
m_66,p_12,free kick,right foot,27.93,5.49,6,2,low,30,3,blocked shot
m_142,p_93,open play,left foot,14.46,-14.46,3,1,medium,88,39,blocked shot
m_92,p_34,open play,right foot,6.24,-11.72,1,0,medium,32,46,missed chance
m_31,p_79,free kick,right foot,27.18,-8.48,7,3,low,54,34,saved by keeper
m_97,p_103,open play,head,7.48,-1.5,2,0,medium,55,11,missed chance
m_96,p_137,open play,left foot,16.96,-13.72,2,0,medium,43,32,missed chance
m_167,p_1,open play,left foot,14.96,-10.97,2,0,medium,85,12,saved by keeper
m_137,p_142,free kick,left foot,19.95,-15.21,6,2,low,36,34,blocked shot
m_58,p_151,open play,right foot,12.47,-3.49,3,0,high,81,19,saved by keeper
m_75,p_7,open play,left foot,12.22,-8.73,2,0,medium,65,0,blocked shot
m_65,p_30,open play,head,3.24,0.5,1,0,low,61,27,goal
m_156,p_13,open play,left foot,17.21,-12.47,3,0,low,40,40,saved by keeper
m_174,p_117,open play,right foot,25.94,-13.47,3,1,medium,65,23,missed chance
m_179,p_32,open play,right foot,6.73,-14.71,2,0,medium,17,42,missed chance
m_167,p_68,open play,left foot,7.98,12.97,3,0,medium,94,29,missed chance
m_83,p_124,open play,right foot,23.44,-4.74,4,0,medium,66,10,saved by keeper
m_146,p_56,open play,right foot,8.48,-1.75,1,0,low,90,16,missed chance
m_10,p_110,open play,right foot,8.23,-11.72,2,0,low,37,23,missed chance
m_195,p_53,open play,left foot,13.72,2,2,1,low,39,46,missed chance
m_159,p_1,open play,right foot,8.23,7.48,4,1,high,20,45,saved by keeper
m_54,p_4,open play,right foot,5.99,-10.23,1,0,low,60,27,hit the post
m_76,p_107,open play,left foot,20.7,21.95,2,0,low,86,34,blocked shot
m_115,p_156,open play,head,11.22,5.24,2,0,medium,82,27,missed chance
m_198,p_4,open play,right foot,11.22,-2,2,1,medium,30,40,blocked shot
m_237,p_31,open play,left foot,9.23,5.24,2,1,medium,40,23,missed chance
m_224,p_130,open play,head,7.73,4.74,3,0,medium,8,31,missed chance
m_84,p_31,open play,head,5.49,-2.99,0,0,low,34,24,goal
m_194,p_147,free kick,left foot,24.94,-8.23,5,1,low,19,42,missed chance
m_30,p_24,open play,head,2.99,2.24,0,0,medium,54,30,missed chance
m_38,p_37,open play,right foot,20.45,12.22,4,1,medium,47,38,missed chance
m_152,p_78,open play,right foot,19.7,-5.24,2,0,high,13,43,goal
m_47,p_92,open play,right foot,10.23,3.74,2,0,low,82,6,saved by keeper
m_226,p_122,open play,head,13.72,-1.25,6,2,medium,20,3,blocked shot
m_224,p_43,open play,left foot,21.2,9.98,3,1,low,40,27,saved by keeper
m_233,p_123,open play,right foot,18.95,-11.72,3,0,medium,32,33,blocked shot
m_67,p_22,open play,right foot,30.67,2.24,1,0,medium,72,14,missed chance
m_88,p_77,open play,other,4.74,-2.74,3,1,,43,3,
m_71,p_90,open play,head,9.98,1.75,2,0,medium,39,7,missed chance
m_25,p_148,open play,head,13.47,-0.5,4,0,high,63,43,saved by keeper
m_76,p_99,open play,right foot,21.7,-29.43,1,0,low,2,32,missed chance
m_54,p_13,open play,head,8.48,1.25,2,1,high,53,23,goal
m_10,p_36,open play,right foot,15.71,5.49,2,0,medium,78,28,goal
m_196,p_101,open play,right foot,8.23,15.21,2,0,low,25,16,saved by keeper
m_228,p_123,open play,right foot,8.73,-3.74,1,0,low,93,27,saved by keeper
m_70,p_37,open play,right foot,3.99,-12.47,1,0,medium,52,57,blocked shot
m_157,p_149,open play,head,4.99,-2,1,0,low,37,43,goal
m_167,p_50,open play,left foot,9.23,-1.75,2,0,high,57,50,blocked shot
m_56,p_31,open play,right foot,13.47,-2.24,4,0,medium,43,14,missed chance
m_51,p_27,open play,left foot,10.97,9.23,3,0,medium,66,16,saved by keeper
m_175,p_53,open play,left foot,7.98,2.74,2,0,medium,63,39,blocked shot
m_127,p_143,open play,head,12.22,1.75,4,0,medium,31,57,missed chance
m_127,p_109,free kick,right foot,21.95,20.2,3,1,low,62,6,saved by keeper
m_20,p_119,open play,right foot,13.47,-2.49,1,0,medium,83,57,goal
m_98,p_152,open play,left foot,8.98,1,1,0,low,90,4,missed chance
m_167,p_132,open play,head,5.24,1.5,0,0,medium,92,2,goal
m_6,p_50,open play,left foot,12.97,-7.73,2,0,low,71,11,saved by keeper
m_168,p_119,penalty,right foot,10.97,0,1,0,low,10,21,goal
m_197,p_141,open play,right foot,23.19,4.74,4,1,medium,76,42,blocked shot
m_152,p_9,open play,left foot,12.22,-8.98,2,0,low,40,55,blocked shot
m_39,p_159,open play,right foot,13.22,3.24,5,0,high,90,11,missed chance
m_28,p_30,open play,left foot,3.74,0.25,1,1,medium,7,38,goal
m_228,p_81,open play,right foot,19.7,2,3,1,medium,87,52,missed chance
m_108,p_24,open play,left foot,25.19,-9.98,2,0,medium,82,37,missed chance
m_78,p_117,open play,left foot,13.72,-2,3,0,medium,68,44,saved by keeper
m_237,p_43,open play,right foot,8.48,4.49,3,0,high,28,24,saved by keeper
m_57,p_138,open play,left foot,13.47,11.97,2,0,high,19,6,blocked shot
m_219,p_60,open play,right foot,23.69,-15.71,3,0,medium,46,34,missed chance
m_106,p_101,free kick,right foot,24.44,12.97,6,3,low,49,4,goal
m_193,p_152,open play,head,4.24,0.5,1,0,medium,12,47,saved by keeper
m_49,p_45,open play,right foot,9.48,-11.72,1,0,low,67,11,saved by keeper
m_23,p_148,open play,right foot,4.49,-15.71,3,0,medium,44,26,missed chance
m_55,p_144,open play,right foot,19.2,0.25,2,0,low,35,48,saved by keeper
m_165,p_80,open play,right foot,28.43,-6.73,4,2,low,77,25,saved by keeper
m_163,p_68,open play,right foot,25.44,4.49,2,2,low,19,3,saved by keeper
m_225,p_8,open play,right foot,15.46,-9.73,2,0,medium,56,41,blocked shot
m_171,p_114,open play,right foot,19.45,-14.46,3,0,medium,42,18,saved by keeper
m_58,p_39,open play,head,6.73,-1,3,0,medium,1,0,hit the post
m_141,p_75,open play,left foot,11.22,15.46,2,0,medium,84,53,blocked shot
m_23,p_103,open play,left foot,18.21,14.96,3,1,low,41,35,saved by keeper
m_143,p_17,open play,left foot,30.92,-2,3,1,medium,72,17,missed chance
m_108,p_61,open play,right foot,4.74,2.74,2,0,medium,65,46,missed chance
m_80,p_145,open play,left foot,9.73,-12.97,4,1,medium,45,36,blocked shot
m_81,p_102,open play,left foot,22.2,1,2,0,medium,16,11,goal
m_96,p_95,open play,head,8.73,-2.49,3,0,medium,59,30,missed chance
m_234,p_46,open play,left foot,22.94,7.48,3,0,high,56,45,missed chance
m_31,p_114,open play,right foot,17.71,3.99,5,2,low,91,12,saved by keeper
m_24,p_123,free kick,left foot,28.68,-8.48,7,1,low,12,37,hit the post
m_178,p_29,open play,left foot,19.95,9.73,2,0,medium,93,3,missed chance
m_81,p_35,open play,head,8.98,0.5,4,0,medium,15,23,saved by keeper
m_117,p_86,open play,right foot,17.96,-13.97,2,0,low,93,45,missed chance
m_55,p_155,open play,head,8.73,-4.74,2,0,medium,36,8,goal
m_197,p_147,open play,left foot,9.98,2.24,2,0,medium,50,42,blocked shot
m_31,p_138,open play,head,4.99,-2.49,1,0,low,68,54,goal
m_168,p_78,open play,right foot,12.97,12.47,2,0,low,34,38,blocked shot
m_23,p_8,open play,left foot,16.96,6.24,2,0,low,83,39,saved by keeper
m_138,p_39,open play,right foot,12.22,-2.99,1,0,low,49,56,goal
m_171,p_5,open play,left foot,8.98,5.24,1,0,medium,78,34,goal
m_88,p_79,open play,left foot,12.97,-16.21,2,0,medium,5,56,saved by keeper
m_195,p_106,open play,head,8.23,-2,1,0,medium,66,54,goal
m_146,p_41,open play,left foot,15.46,18.21,2,0,medium,58,30,saved by keeper
m_177,p_28,open play,left foot,19.45,-16.46,3,0,medium,72,17,saved by keeper
m_124,p_71,open play,right foot,30.67,10.72,3,1,medium,5,21,missed chance
m_204,p_156,open play,left foot,15.21,-1.25,3,0,high,29,35,saved by keeper
m_57,p_26,open play,right foot,6.73,-6.24,2,0,high,17,16,blocked shot
m_16,p_2,open play,left foot,8.98,-2.24,2,0,medium,28,36,goal
m_82,p_141,open play,right foot,14.96,-6.73,4,0,medium,41,11,missed chance
m_79,p_94,open play,left foot,8.73,-0.5,1,0,low,47,14,missed chance
m_203,p_137,open play,right foot,37.91,19.2,0,0,low,16,42,hit the post
m_188,p_38,open play,left foot,24.19,0.5,2,0,medium,49,40,saved by keeper
m_189,p_87,open play,head,7.48,4.49,2,0,high,24,40,blocked shot
m_171,p_155,open play,right foot,24.69,-7.98,3,0,low,26,36,blocked shot
m_203,p_100,open play,left foot,26.43,4.99,3,0,low,68,16,missed chance
m_98,p_13,open play,right foot,16.21,0.25,2,0,low,48,0,blocked shot
m_68,p_89,open play,head,8.48,-3.49,2,0,high,44,50,saved by keeper
m_197,p_70,open play,left foot,9.98,2.49,1,0,medium,37,54,saved by keeper
m_152,p_5,open play,right foot,22.44,-6.24,4,1,low,93,11,blocked shot
m_16,p_119,open play,left foot,14.96,-9.73,3,0,low,65,46,saved by keeper
m_20,p_98,open play,right foot,24.94,-18.21,2,0,low,82,3,saved by keeper
m_66,p_127,open play,left foot,10.23,6.73,2,0,low,94,37,missed chance
m_118,p_16,free kick,left foot,24.69,11.47,5,1,low,5,32,missed chance
m_130,p_113,open play,head,12.22,2,2,0,high,63,44,saved by keeper
m_57,p_144,open play,head,10.47,-1.5,2,0,high,50,55,saved by keeper
m_132,p_137,open play,left foot,15.71,-2.99,2,0,low,66,41,missed chance
m_131,p_46,penalty,right foot,10.97,0,1,0,low,40,3,goal
m_125,p_15,open play,right foot,28.93,-12.47,4,0,low,55,32,missed chance
m_73,p_78,open play,right foot,19.7,-15.71,1,0,low,39,1,missed chance
m_82,p_78,open play,left foot,29.18,9.98,4,1,medium,81,54,saved by keeper
m_112,p_64,open play,left foot,7.98,4.24,1,0,low,47,48,saved by keeper
m_133,p_54,open play,right foot,22.44,8.23,3,1,high,69,1,saved by keeper
m_64,p_147,open play,left foot,21.95,-16.71,4,0,medium,87,8,missed chance
m_157,p_1,open play,left foot,7.23,12.97,2,0,medium,59,36,missed chance
m_175,p_47,open play,left foot,9.48,-12.72,3,0,low,76,17,saved by keeper
m_219,p_101,penalty,right foot,10.97,0,1,0,low,19,40,goal
m_180,p_22,open play,left foot,26.68,-0.5,3,0,medium,77,42,missed chance
m_165,p_155,open play,left foot,19.45,5.24,4,0,medium,54,5,saved by keeper
m_226,p_109,open play,left foot,4.49,5.49,2,0,medium,81,38,hit the post
m_85,p_98,open play,right foot,11.72,-6.73,1,0,low,47,51,saved by keeper
m_147,p_146,open play,left foot,10.97,10.97,4,0,low,52,24,missed chance
m_163,p_27,open play,left foot,17.71,9.98,2,0,high,8,25,blocked shot
m_54,p_26,open play,left foot,19.45,4.49,4,0,high,83,14,saved by keeper
m_223,p_76,open play,left foot,25.94,13.72,2,0,low,51,18,blocked shot
m_147,p_6,open play,right foot,6.24,-8.98,2,0,medium,63,1,blocked shot
m_212,p_77,open play,left foot,10.23,-6.24,2,0,medium,20,42,goal
m_46,p_20,open play,right foot,11.22,4.99,3,0,medium,40,10,goal
m_49,p_86,open play,left foot,7.98,-1.25,1,0,low,30,5,saved by keeper
m_62,p_63,open play,right foot,24.44,-15.21,3,0,low,28,32,missed chance
m_193,p_126,free kick,left foot,29.18,-1.75,7,4,low,72,5,saved by keeper
m_11,p_74,open play,right foot,32.92,10.23,2,0,medium,61,21,blocked shot
m_8,p_127,open play,right foot,18.7,4.24,2,0,low,74,41,missed chance
m_178,p_132,open play,head,4.74,-5.74,2,0,medium,48,4,missed chance
m_156,p_97,open play,head,10.47,1.75,3,1,low,55,28,saved by keeper
m_218,p_109,open play,right foot,11.22,-12.22,4,1,medium,50,49,missed chance
m_131,p_112,open play,head,11.97,4.49,2,0,medium,86,58,saved by keeper
m_221,p_141,open play,right foot,12.72,-15.71,2,0,medium,25,40,hit the post
m_231,p_134,open play,right foot,27.43,-2.99,2,1,low,23,51,missed chance
m_209,p_9,open play,right foot,27.18,6.24,6,1,medium,94,16,missed chance
m_156,p_17,open play,left foot,20.2,-5.49,6,3,medium,87,40,goal
m_67,p_7,open play,head,8.23,1.25,3,0,medium,1,58,missed chance
m_189,p_105,open play,left foot,15.71,13.47,2,0,low,52,32,blocked shot
m_156,p_2,open play,right foot,25.19,-5.99,2,0,medium,25,59,missed chance
m_76,p_135,penalty,right foot,10.97,0,1,0,low,97,17,goal
m_230,p_143,open play,right foot,11.97,9.98,1,0,low,51,22,saved by keeper
m_51,p_107,open play,right foot,26.93,8.98,4,1,low,34,7,saved by keeper
m_88,p_123,open play,left foot,24.69,2.74,3,1,medium,15,48,saved by keeper
m_152,p_121,open play,head,5.49,-6.73,2,0,medium,64,18,missed chance
m_222,p_149,open play,right foot,7.73,-2.99,2,0,high,0,39,blocked shot
m_155,p_6,open play,head,5.74,6.24,2,0,medium,54,22,missed chance
m_162,p_63,open play,right foot,31.67,-1,2,0,low,7,17,saved by keeper
m_226,p_39,open play,left foot,26.93,9.73,3,0,low,64,6,missed chance
m_144,p_157,free kick,left foot,21.45,-13.97,7,3,low,56,22,blocked shot
m_87,p_110,open play,right foot,20.95,4.74,2,0,medium,73,50,goal
m_130,p_146,open play,right foot,18.7,0.5,6,1,medium,78,40,missed chance
m_45,p_134,open play,right foot,25.69,15.21,3,0,low,4,46,saved by keeper
m_192,p_4,open play,left foot,12.22,1.75,3,0,high,11,2,saved by keeper
m_199,p_65,open play,right foot,25.19,6.73,2,0,medium,50,42,saved by keeper
m_218,p_33,open play,left foot,12.22,8.23,1,0,low,79,9,saved by keeper
m_84,p_11,open play,right foot,7.73,21.95,4,2,high,75,0,saved by keeper
m_96,p_146,open play,head,7.73,2.24,3,1,medium,92,26,missed chance
m_48,p_75,open play,right foot,21.7,-16.46,4,0,low,77,30,blocked shot
m_41,p_53,open play,right foot,17.96,0.25,3,0,medium,29,50,missed chance
m_170,p_24,open play,right foot,13.47,-6.48,2,0,low,62,27,goal
m_187,p_126,open play,right foot,10.97,12.72,1,0,low,43,40,hit the post
m_127,p_39,open play,left foot,17.71,-13.47,2,1,medium,85,16,saved by keeper
m_20,p_81,open play,head,9.98,-2.24,2,0,medium,24,11,blocked shot
m_10,p_41,open play,left foot,22.69,16.46,3,1,low,73,4,missed chance
m_101,p_49,open play,right foot,11.47,-8.98,2,0,medium,23,24,blocked shot
m_119,p_93,open play,right foot,11.47,2,3,0,medium,21,47,goal
m_239,p_148,open play,head,8.23,0.75,1,0,medium,90,11,missed chance
m_178,p_16,open play,right foot,15.46,-8.98,2,1,medium,81,4,saved by keeper
m_116,p_66,open play,right foot,2.99,1.75,1,0,low,81,4,goal
m_76,p_86,open play,right foot,23.69,-4.74,3,0,low,87,8,missed chance
m_160,p_74,open play,left foot,20.2,4.74,3,1,low,19,46,missed chance
m_25,p_108,open play,right foot,13.72,15.96,3,0,medium,30,6,missed chance
m_203,p_27,open play,left foot,3.24,-5.99,1,0,,32,20,
m_164,p_130,open play,left foot,22.69,2,4,2,low,95,59,missed chance
m_179,p_123,open play,right foot,25.94,2.99,2,0,medium,48,51,missed chance
m_127,p_88,open play,right foot,9.98,-2.49,2,0,high,48,49,blocked shot
m_208,p_92,open play,head,8.48,-3.24,4,1,medium,58,39,hit the post
m_161,p_9,open play,left foot,3.99,-0.5,1,0,low,65,43,goal
m_220,p_138,open play,right foot,20.45,-12.97,2,0,medium,28,43,saved by keeper
m_70,p_138,open play,left foot,4.49,-11.47,2,0,low,4,30,blocked shot
m_86,p_21,open play,left foot,10.23,8.73,2,0,high,5,59,blocked shot
m_73,p_9,open play,right foot,17.46,17.21,3,0,medium,58,50,blocked shot
m_178,p_119,open play,head,4.49,-0.5,1,0,medium,20,50,goal
m_56,p_86,penalty,right foot,10.97,0,1,0,low,40,10,goal
m_210,p_100,open play,head,9.23,9.23,3,0,high,51,9,missed chance
m_212,p_43,open play,left foot,28.18,9.23,3,1,low,62,29,saved by keeper
m_232,p_96,open play,left foot,7.98,13.97,3,0,high,39,3,blocked shot
m_180,p_62,open play,right foot,17.96,-0.75,3,1,low,88,20,saved by keeper
m_218,p_100,open play,right foot,18.45,9.73,3,0,medium,92,53,missed chance
m_208,p_3,open play,right foot,4.49,2,2,0,high,62,54,hit the post
m_110,p_98,open play,right foot,13.22,11.22,2,0,medium,37,51,saved by keeper
m_20,p_117,open play,left foot,17.21,-13.22,1,0,medium,83,38,saved by keeper
m_66,p_93,open play,left foot,4.49,0.5,1,0,medium,71,49,missed chance
m_157,p_55,open play,left foot,6.98,16.71,3,0,low,21,19,missed chance
m_98,p_15,open play,head,9.73,4.24,2,0,low,21,27,saved by keeper
m_83,p_6,open play,left foot,30.67,17.21,3,2,medium,62,46,missed chance
m_118,p_121,open play,right foot,22.2,11.47,3,0,medium,32,32,blocked shot
m_75,p_127,free kick,right foot,18.45,13.72,7,2,low,21,22,saved by keeper
m_42,p_67,open play,right foot,20.7,-1.25,4,0,medium,92,17,saved by keeper
m_62,p_144,open play,right foot,9.73,-11.47,3,0,medium,72,40,blocked shot
m_47,p_44,open play,right foot,4.99,15.21,4,3,medium,7,59,goal
m_93,p_102,open play,right foot,27.68,-1.5,2,0,low,39,21,missed chance
m_59,p_17,open play,right foot,14.46,-15.71,2,0,medium,33,36,missed chance
m_237,p_9,free kick,left foot,22.2,-2.99,5,1,low,0,10,blocked shot
m_80,p_82,open play,left foot,2.99,7.73,1,0,low,32,29,missed chance
m_10,p_80,open play,right foot,17.46,4.24,2,0,medium,8,27,missed chance
m_56,p_121,open play,left foot,18.95,8.73,3,0,low,61,8,saved by keeper
m_177,p_157,open play,head,7.98,5.74,1,0,low,46,5,missed chance
m_148,p_141,open play,left foot,31.42,-5.24,3,0,medium,83,21,missed chance
m_122,p_132,open play,left foot,9.23,9.73,2,0,medium,39,31,blocked shot
m_7,p_118,open play,right foot,26.43,1,3,1,low,91,43,missed chance
m_92,p_16,open play,head,10.72,-5.49,1,0,low,27,0,missed chance
m_3,p_67,open play,right foot,23.69,1.75,5,2,low,12,48,missed chance
m_162,p_92,open play,head,12.72,0.75,3,2,medium,52,16,missed chance
m_73,p_52,open play,left foot,23.44,-0.75,3,0,medium,38,9,missed chance
m_71,p_47,open play,head,7.98,-2.74,1,0,low,45,55,saved by keeper
m_142,p_12,open play,right foot,26.68,-0.75,3,0,medium,39,59,missed chance
m_107,p_103,open play,left foot,21.2,6.48,5,1,medium,26,20,blocked shot
m_194,p_150,open play,left foot,24.19,-8.48,2,0,medium,61,19,saved by keeper
m_136,p_54,open play,right foot,23.69,9.23,4,0,low,65,32,blocked shot
m_237,p_87,open play,right foot,19.7,-3.49,3,1,medium,55,24,blocked shot
m_61,p_23,open play,left foot,12.22,-3.24,2,0,high,82,33,goal
m_117,p_93,open play,head,9.73,1.5,2,0,high,74,54,missed chance
m_117,p_138,open play,right foot,18.45,13.97,2,0,low,34,56,missed chance
m_14,p_83,open play,right foot,8.73,0.25,2,0,medium,46,56,saved by keeper
m_211,p_83,open play,right foot,10.47,9.73,2,0,medium,34,27,missed chance
m_234,p_38,open play,right foot,5.99,-4.74,2,0,high,53,55,blocked shot
m_22,p_145,open play,left foot,5.49,-12.97,2,0,medium,52,27,blocked shot
m_185,p_59,open play,right foot,11.72,-12.47,2,0,medium,80,15,saved by keeper
m_34,p_150,open play,left foot,21.2,-18.95,3,1,medium,84,23,blocked shot
m_188,p_97,open play,right foot,10.97,-10.47,2,0,medium,21,37,blocked shot
m_104,p_103,open play,right foot,9.48,19.2,2,0,high,61,1,missed chance
m_114,p_51,free kick,left foot,32.42,-13.97,3,0,low,48,49,blocked shot
m_48,p_60,open play,right foot,13.72,-22.69,1,0,medium,11,31,saved by keeper
m_64,p_108,open play,left foot,3.24,-1.5,1,0,medium,40,54,goal
m_12,p_85,open play,head,11.97,2.99,2,0,high,17,42,saved by keeper
m_103,p_14,open play,right foot,14.46,-5.24,1,0,high,84,24,saved by keeper
m_173,p_134,open play,right foot,14.22,13.72,3,0,medium,47,53,blocked shot
m_116,p_61,open play,right foot,7.48,-12.47,2,0,low,34,17,blocked shot
m_137,p_57,open play,right foot,17.46,-15.21,2,0,medium,77,10,saved by keeper
m_135,p_29,open play,right foot,22.44,11.97,2,0,medium,62,56,saved by keeper
m_26,p_33,open play,right foot,24.44,2.49,2,0,medium,54,0,missed chance
m_143,p_42,open play,head,7.23,3.49,2,0,low,47,50,saved by keeper
m_7,p_97,open play,head,7.73,-4.74,1,0,medium,87,50,missed chance
m_140,p_118,free kick,left foot,23.19,10.23,8,3,low,77,7,blocked shot
m_115,p_123,open play,left foot,10.97,-9.98,2,0,medium,72,37,saved by keeper
