Work_Year,Experience_Level,Employment_Type,Job_Title,Salary,Salary_Currency,Remote_Ratio,Company_Size
2023,Senior-Level,Full-Time,Data Architect,222000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,132000,USD,0,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,40000,GBP,0,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,35000,GBP,0,Medium
2023,Senior-Level,Full-Time,Business Data Analyst,94000,USD,50,Large
2023,Senior-Level,Full-Time,Data Science,110000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,70000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,245000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,185000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,207900,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,158400,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,138000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,86000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science,135800,USD,100,Medium
2023,Senior-Level,Full-Time,Data Science,95100,USD,100,Medium
2023,Senior-Level,Full-Time,Data Science,135800,USD,100,Medium
2023,Senior-Level,Full-Time,Data Science,95100,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,190000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
2023,Senior-Level,Full-Time,Applied Scientist,260000,USD,0,Large
2023,Senior-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Data Architect,180000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,166375,USD,0,Medium
2023,Senior-Level,Full-Time,Applied Scientist,212800,USD,0,Large
2023,Senior-Level,Full-Time,Applied Scientist,115100,USD,0,Large
2023,Mid-Level,Full-Time,Data Specialist,60000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Specialist,48000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,60000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,55000,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,205500,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,132500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,122000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,94000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Science,223600,USD,0,Large
2023,Mid-Level,Full-Time,Data Science,115000,USD,0,Large
2023,Mid-Level,Full-Time,Research Scientist,165000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,150000,USD,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,62000,USD,100,Medium
2023,Entry-Level,Full-Time,Research Analyst,49000,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Operations Engineer,160000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Operations Engineer,140000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,106100,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,74300,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,44000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,35700,GBP,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,245000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,185000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Manager,132300,USD,0,Medium
2023,Mid-Level,Full-Time,Data Manager,93000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,234000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Architect,146000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Manager,96600,USD,0,Medium
2023,Senior-Level,Full-Time,Data Manager,55200,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,83300,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,47500,USD,0,Medium
2023,Entry-Level,Full-Time,Data Visualization Specialist,99300,USD,0,Medium
2023,Entry-Level,Full-Time,Data Visualization Specialist,82800,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,145000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,110841,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,101000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,50000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,182500,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,121700,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,134500,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,91460,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,150000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,130000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,33995,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,30839,GBP,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,75753,USD,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,47423,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,130000,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,110000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,124935,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,76050,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,286000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,143000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,106400,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,70000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,133000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,58400,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,243600,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,148200,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,131600,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,82400,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,245700,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,132300,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,155750,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,79350,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,234000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,117000,USD,0,Medium
2023,Senior-Level,Full-Time,AI Engineer,242000,USD,0,Medium
2023,Senior-Level,Full-Time,AI Engineer,106200,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,123900,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,75000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,136500,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,123500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,227500,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,145600,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,186754,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,101000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Scientist,149800,USD,0,Medium
2023,Entry-Level,Full-Time,Data Scientist,70800,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,132000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,111000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,180000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,162000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,150000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,135000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,172700,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,82900,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,115000,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,95000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,238000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,144500,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,145000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,98500,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,209300,USD,100,Medium
2023,Mid-Level,Full-Time,Data Scientist,123800,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst Lead,18000,USD,100,S
2023,Entry-Level,Full-Time,Machine Learning Engineer,130400,USD,0,Medium
2023,Entry-Level,Full-Time,Machine Learning Engineer,70800,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,160000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,75000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,247300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,139700,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,300000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,278700,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,159300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,254900,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,203920,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,191200,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,170186,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,300000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,150000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,125000,USD,100,Medium
2023,Executive-Level,Full-Time,NLP Engineer,200000,USD,0,Medium
2023,Executive-Level,Full-Time,NLP Engineer,150000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Developer,100000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Developer,95000,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,278700,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,159300,USD,0,Medium
2023,Senior-Level,Full-Time,MLOps Engineer,247300,USD,0,Medium
2023,Senior-Level,Full-Time,MLOps Engineer,139700,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,212800,USD,0,Large
2023,Mid-Level,Full-Time,Research Scientist,124100,USD,0,Large
2023,Senior-Level,Full-Time,Marketing Data Scientist,90000,USD,50,Large
2023,Senior-Level,Full-Time,Data Architect,198000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,94000,USD,0,Medium
2023,Senior-Level,Full-Time,Applied Scientist,219100,USD,0,Medium
2023,Senior-Level,Full-Time,Applied Scientist,118500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,160000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,128000,USD,100,Medium
2023,Entry-Level,Full-Time,Data Engineer,60000,USD,100,Medium
2023,Entry-Level,Full-Time,Data Engineer,48000,USD,100,Medium
2023,Executive-Level,Full-Time,Data Engineer,234000,USD,0,Medium
2023,Executive-Level,Full-Time,Data Engineer,146000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,179000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,112000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,130100,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,75000,USD,0,Medium
2023,Mid-Level,Full-Time,Business Intelligence Manager,166500,USD,0,Medium
2023,Mid-Level,Full-Time,Business Intelligence Manager,104000,USD,0,Medium
2023,Mid-Level,Full-Time,AI Engineer,166000,USD,0,Medium
2023,Mid-Level,Full-Time,AI Engineer,73100,USD,0,Medium
2023,Entry-Level,Full-Time,Research Engineer,98000,USD,0,Medium
2023,Entry-Level,Full-Time,Research Engineer,73000,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,247500,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,172200,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,183540,USD,0,Medium
2023,Senior-Level,Full-Time,Analytics Engineer,132000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,240000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,133000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,273500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,182500,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,75000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,55000,GBP,0,Medium
2023,Senior-Level,Full-Time,Research Engineer,240960,USD,0,Medium
2023,Senior-Level,Full-Time,Research Engineer,176000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,150000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Scientist,130000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,150000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,130000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Analyst,100000,GBP,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,75000,GBP,0,Medium
2023,Entry-Level,Full-Time,Research Scientist,162240,USD,0,Medium
2023,Entry-Level,Full-Time,Research Scientist,47840,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,162240,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,47840,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,296980,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,123740,USD,0,Medium
2023,Senior-Level,Full-Time,ML Engineer,247250,USD,0,Medium
2023,Senior-Level,Full-Time,ML Engineer,160000,USD,0,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,91875,USD,0,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,55125,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,220000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,146000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,200000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Architect,115000,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,370000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,220000,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,72000,USD,100,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,48000,USD,100,Medium
2023,Mid-Level,Full-Time,Business Intelligence Engineer,185000,USD,0,Large
2023,Mid-Level,Full-Time,Business Intelligence Engineer,79600,USD,0,Large
2023,Senior-Level,Full-Time,Data Science Consultant,125000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science Consultant,122000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,250000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,175000,USD,0,Medium
2023,Senior-Level,Full-Time,Applied Scientist,260000,USD,0,Large
2023,Senior-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Data Scientist,235000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,175000,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,185000,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,128000,USD,100,Medium
2023,Executive-Level,Full-Time,Data Engineer,350000,USD,100,Medium
2023,Executive-Level,Full-Time,Data Engineer,268000,USD,100,Medium
2023,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
2023,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Data Architect,180000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Architect,115000,USD,100,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,100000,USD,0,Medium
2023,Entry-Level,Full-Time,Business Intelligence Analyst,80000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,234485,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,112655,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,234000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,146000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,199700,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,70800,USD,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,179000,USD,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,112000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,99900,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,83000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,158000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,90300,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,266500,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,152000,USD,0,Medium
2023,Entry-Level,Full-Time,Research Analyst,70000,USD,100,Medium
2023,Entry-Level,Full-Time,Research Analyst,60000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,187200,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,140400,USD,100,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,225000,USD,0,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,156400,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,190900,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,109100,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,145000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,98500,USD,0,Medium
2023,Entry-Level,Full-Time,Research Scientist,195200,USD,0,Large
2023,Entry-Level,Full-Time,Research Scientist,100400,USD,0,Large
2023,Mid-Level,Full-Time,Data Analyst,125000,USD,100,Medium
2023,Mid-Level,Full-Time,Data Analyst,100000,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,75065,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,41419,USD,100,Medium
2023,Mid-Level,Full-Time,Data Engineer,181700,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,64300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,185900,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,129300,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,85000,USD,100,Medium
2023,Entry-Level,Full-Time,Data Analyst,80000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Science Manager,120000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Science Manager,52100,USD,100,Medium
2023,Senior-Level,Full-Time,AI Scientist,219000,USD,0,Medium
2023,Senior-Level,Full-Time,AI Scientist,152000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,204500,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,142200,USD,100,Medium
2023,Mid-Level,Full-Time,Data Visualization Specialist,158000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Visualization Specialist,90300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,170000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,130000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,175000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,130000,USD,100,Medium
2023,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
2023,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Business Intelligence Engineer,225000,USD,0,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,180000,USD,0,Medium
2023,Mid-Level,Full-Time,Applied Scientist,260000,USD,0,Large
2023,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Data Engineer,152375,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,94000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,82000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,77000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,196000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Engineer,94000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,264846,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,143060,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,203000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,89030,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,60000,EUR,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,38000,EUR,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,160800,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,92700,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,62000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,51000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,137500,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,100000,USD,0,Medium
2023,Mid-Level,Full-Time,Research Engineer,128167,USD,0,Medium
2023,Mid-Level,Full-Time,Research Engineer,85445,USD,0,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,60000,GBP,0,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,40000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,65000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,50000,USD,0,Medium
2023,Mid-Level,Full-Time,BI Developer,154800,USD,0,Medium
2023,Mid-Level,Full-Time,BI Developer,76300,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,240000,USD,0,Medium
2023,Senior-Level,Full-Time,Research Scientist,200000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,45000,GBP,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,40000,GBP,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,110000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,70000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,240000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,200000,USD,0,Medium
2023,Mid-Level,Full-Time,Analytics Engineer,190000,USD,100,Medium
2023,Mid-Level,Full-Time,Analytics Engineer,150000,USD,100,Medium
2023,Executive-Level,Full-Time,Data Engineer,465000,USD,0,Medium
2023,Executive-Level,Full-Time,Data Engineer,385000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,240000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,200000,USD,0,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,116300,USD,100,Medium
2023,Senior-Level,Full-Time,Business Intelligence Engineer,84600,USD,100,Medium
2023,Senior-Level,Full-Time,AI Engineer,129700,USD,0,Medium
2023,Senior-Level,Full-Time,AI Engineer,86500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,150000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,120000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,60000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,50000,GBP,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,225300,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,197400,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,140130,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,84870,USD,0,Medium
2023,Mid-Level,Full-Time,Insight Analyst,45000,GBP,0,Medium
2023,Mid-Level,Full-Time,Insight Analyst,25000,GBP,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,266000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Engineer,152000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science Manager,224000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Science Manager,165000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,255000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,169000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,169000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,91000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,197500,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,136500,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,248100,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,145900,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,185100,USD,0,Medium
2023,Senior-Level,Full-Time,Data Analyst,133300,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,95000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,70000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,130000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Engineer,115000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,220000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,160000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,65000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,55000,GBP,0,Medium
2023,Mid-Level,Full-Time,Data DevOps Engineer,88000,EUR,50,Large
2023,Senior-Level,Full-Time,Data Architect,186000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Architect,81800,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,212000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,93300,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,130000,USD,100,Medium
2023,Senior-Level,Full-Time,Data Scientist,100000,USD,100,Medium
2023,Mid-Level,Full-Time,Machine Learning Researcher,224400,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Researcher,138700,USD,0,Medium
2023,Executive-Level,Full-Time,Data Engineer,210000,USD,100,Medium
2023,Executive-Level,Full-Time,Data Engineer,168000,USD,100,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,224400,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,138700,USD,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,35000,GBP,0,Medium
2023,Mid-Level,Full-Time,Data Scientist,30000,GBP,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,95000,USD,0,Medium
2023,Entry-Level,Full-Time,Data Analyst,75000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,300000,USD,0,Medium
2023,Senior-Level,Full-Time,Data Scientist,234000,USD,0,Medium
2023,Mid-Level,Full-Time,Analytics Engineer,140000,USD,0,Medium
2023,Mid-Level,Full-Time,Analytics Engineer,120000,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,204500,USD,0,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,142200,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,155000,USD,0,Medium
2023,Mid-Level,Full-Time,Data Analyst,110000,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,266500,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,152000,USD,0,Medium
2023,Mid-Level,Full-Time,Applied Scientist,222200,USD,0,Large
2023,Mid-Level,Full-Time,Applied Scientist,136000,USD,0,Large
2023,Senior-Level,Full-Time,Machine Learning Engineer,273400,USD,0,Medium
2023,Senior-Level,Full-Time,Machine Learning Engineer,182200,USD,0,Medium
2023,Senior-Level,Full-Time,BI Developer,167500,USD,0,Medium
